time,temp_avg_c,humidity_pct,precipitation_mm,rain,wind_speed_kmh,wind_dir_deg,wind_gusts_kmh,visibility_m,pressure_hpa,cloud_cover_pct,wmo_code,is_day,date,hour,visibility_km,wmo_description,weather_condition,is_rainy,rain_intensity,is_night,is_peak_hour,pressure_drop,temp_feels_risky,weather_risk_score
2026-05-07 11:00:00,29.5,67,0.0,0.0,4.8,301,19.4,48280.0,949.7,100,3,1,2026-05-07,11,48.28,Overcast,clear,0,none,0,0,0.2,0,0
2026-05-07 12:00:00,29.5,68,0.6,0.1,5.2,299,20.2,43740.0,949.6,100,53,1,2026-05-07,12,43.74,Moderate drizzle,light_rain,1,light,0,0,-0.1,0,1
2026-05-07 13:00:00,28.8,71,0.6,0.1,4.9,294,20.9,39200.0,949.3,100,53,1,2026-05-07,13,39.2,Moderate drizzle,light_rain,1,light,0,0,-0.3,0,1
2026-05-07 14:00:00,27.8,75,0.6,0.1,4.7,286,21.2,34680.0,948.8,100,53,1,2026-05-07,14,34.68,Moderate drizzle,light_rain,1,light,0,0,-0.5,0,1
2026-05-07 15:00:00,26.6,81,0.6,0.1,4.2,275,21.6,30140.0,948.3,100,53,1,2026-05-07,15,30.14,Moderate drizzle,light_rain,1,light,0,0,-0.5,0,1
2026-05-07 16:00:00,25.5,85,0.6,0.1,3.8,262,21.2,25600.0,947.8,100,53,1,2026-05-07,16,25.6,Moderate drizzle,light_rain,1,light,0,0,-0.5,0,1
2026-05-07 17:00:00,24.6,89,0.6,0.1,3.6,252,20.9,21060.0,947.7,100,53,1,2026-05-07,17,21.06,Moderate drizzle,light_rain,1,light,0,1,-0.1,0,1
2026-05-07 18:00:00,24.1,91,0.1,0.0,3.1,242,19.8,23480.0,947.7,100,51,0,2026-05-07,18,23.48,Light drizzle,light_rain,0,none,0,1,0.0,0,0
2026-05-07 19:00:00,23.6,93,0.1,0.0,2.5,225,18.0,25900.0,948.0,100,51,0,2026-05-07,19,25.9,Light drizzle,light_rain,0,none,0,1,0.3,0,0
2026-05-07 20:00:00,23.2,94,0.1,0.0,2.1,200,16.2,28320.0,948.3,100,51,0,2026-05-07,20,28.32,Light drizzle,light_rain,0,none,1,0,0.3,0,1
2026-05-07 21:00:00,22.8,94,0.1,0.0,2.2,175,14.0,30720.0,948.7,100,51,0,2026-05-07,21,30.72,Light drizzle,light_rain,0,none,1,0,0.4,0,1
2026-05-07 22:00:00,22.5,94,0.1,0.0,2.6,155,12.2,33140.0,948.9,100,51,0,2026-05-07,22,33.14,Light drizzle,light_rain,0,none,1,0,0.2,0,1
2026-05-07 23:00:00,22.3,94,0.1,0.0,3.0,147,10.8,35560.0,949.1,100,51,0,2026-05-07,23,35.56,Light drizzle,light_rain,0,none,1,0,0.2,0,1
